nucleo,line_id,origen_nombre,destino_nombre,llegada_teorica_utc,consultado_en_utc,horizonte_min,regime,degradado,retraso_predicho_s,retraso_real_s,error_retraso_s,llegada_estimada_utc,llegada_real_utc,error_llegada_s,via,estado
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T16:52:42Z,71.3,B,,321.7,1020.0,-698.3,2026-09-15T18:09:21Z,2026-09-15T18:21:00Z,-699.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T16:57:42Z,66.3,B,,329.6,1020.0,-690.4,2026-09-15T18:09:29Z,2026-09-15T18:21:00Z,-691.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:02:42Z,61.3,B,,329.0,1020.0,-691.0,2026-09-15T18:09:29Z,2026-09-15T18:21:00Z,-691.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:07:43Z,56.3,B,,310.2,1020.0,-709.8,2026-09-15T18:09:10Z,2026-09-15T18:21:00Z,-710.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:12:43Z,51.3,B,,341.2,1020.0,-678.8,2026-09-15T18:09:41Z,2026-09-15T18:21:00Z,-679.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:17:43Z,46.3,A,,178.9,1020.0,-841.1,2026-09-15T18:06:58Z,2026-09-15T18:21:00Z,-842.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:22:44Z,41.3,A,,399.0,1020.0,-621.0,2026-09-15T18:10:39Z,2026-09-15T18:21:00Z,-621.0,delay_tren,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T17:27:44Z,36.3,A,,681.2,1020.0,-338.8,2026-09-15T18:15:21Z,2026-09-15T18:21:00Z,-339.0,delay_tren,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T16:47:41Z,123.3,B,,227.6,1440.0,-1212.4,2026-09-15T18:54:47Z,2026-09-15T19:15:00Z,-1213.0,parada,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T16:52:42Z,118.3,B,,224.0,1440.0,-1216.0,2026-09-15T18:54:44Z,2026-09-15T19:15:00Z,-1216.0,parada,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T16:57:42Z,113.3,B,,253.1,1440.0,-1186.9,2026-09-15T18:55:13Z,2026-09-15T19:15:00Z,-1187.0,parada,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T17:02:42Z,108.3,B,,241.3,1440.0,-1198.7,2026-09-15T18:55:01Z,2026-09-15T19:15:00Z,-1199.0,parada,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T17:07:43Z,103.3,B,,253.6,1440.0,-1186.4,2026-09-15T18:55:13Z,2026-09-15T19:15:00Z,-1187.0,parada,ok
21856C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:51:00Z,2026-09-15T17:12:43Z,98.3,B,,238.9,1440.0,-1201.1,2026-09-15T18:54:58Z,2026-09-15T19:15:00Z,-1202.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T16:52:42Z,86.3,B,,190.9,0.0,190.9,2026-09-15T18:22:10Z,2026-09-15T18:19:00Z,190.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T16:57:42Z,81.3,B,,206.0,0.0,206.0,2026-09-15T18:22:26Z,2026-09-15T18:19:00Z,206.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T17:02:42Z,76.3,B,,150.2,0.0,150.2,2026-09-15T18:21:30Z,2026-09-15T18:19:00Z,150.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T17:07:43Z,71.3,B,,224.1,0.0,224.1,2026-09-15T18:22:44Z,2026-09-15T18:19:00Z,224.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T17:12:43Z,66.3,B,,195.8,0.0,195.8,2026-09-15T18:22:15Z,2026-09-15T18:19:00Z,195.0,parada,ok
20089C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:19:00Z,2026-09-15T17:17:43Z,61.3,B,,156.1,0.0,156.1,2026-09-15T18:21:36Z,2026-09-15T18:19:00Z,156.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T16:57:42Z,78.3,B,,283.1,1200.0,-916.9,2026-09-15T18:20:43Z,2026-09-15T18:36:00Z,-917.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:02:42Z,73.3,B,,262.2,1200.0,-937.8,2026-09-15T18:20:22Z,2026-09-15T18:36:00Z,-938.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:07:43Z,68.3,B,,230.6,1200.0,-969.4,2026-09-15T18:19:50Z,2026-09-15T18:36:00Z,-970.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:12:43Z,63.3,B,,264.9,1200.0,-935.1,2026-09-15T18:20:24Z,2026-09-15T18:36:00Z,-936.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:17:43Z,58.3,B,,301.6,1200.0,-898.4,2026-09-15T18:21:01Z,2026-09-15T18:36:00Z,-899.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:22:44Z,53.3,B,,295.1,1200.0,-904.9,2026-09-15T18:20:55Z,2026-09-15T18:36:00Z,-905.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:27:44Z,48.3,A,,146.1,1200.0,-1053.9,2026-09-15T18:18:26Z,2026-09-15T18:36:00Z,-1054.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:32:44Z,43.3,A,,241.3,1200.0,-958.7,2026-09-15T18:20:01Z,2026-09-15T18:36:00Z,-959.0,parada,ok
21254C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:16:00Z,2026-09-15T17:37:45Z,38.2,A,,539.6,1200.0,-660.4,2026-09-15T18:24:59Z,2026-09-15T18:36:00Z,-661.0,parada,ok
20636C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:36:00Z,2026-09-15T17:02:42Z,93.3,B,,261.7,300.0,-38.3,2026-09-15T18:40:21Z,2026-09-15T18:41:00Z,-39.0,parada,ok
20636C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:36:00Z,2026-09-15T17:07:43Z,88.3,B,,229.6,300.0,-70.4,2026-09-15T18:39:49Z,2026-09-15T18:41:00Z,-71.0,parada,ok
20636C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:36:00Z,2026-09-15T17:12:43Z,83.3,B,,266.1,300.0,-33.9,2026-09-15T18:40:26Z,2026-09-15T18:41:00Z,-34.0,parada,ok
20636C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:36:00Z,2026-09-15T17:17:43Z,78.3,B,,274.5,300.0,-25.5,2026-09-15T18:40:34Z,2026-09-15T18:41:00Z,-26.0,parada,ok
20636C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:36:00Z,2026-09-15T17:22:44Z,73.3,B,,342.3,300.0,42.3,2026-09-15T18:41:42Z,2026-09-15T18:41:00Z,42.0,parada,ok
