nucleo,line_id,origen_nombre,destino_nombre,llegada_teorica_utc,consultado_en_utc,horizonte_min,regime,degradado,retraso_predicho_s,retraso_real_s,error_retraso_s,llegada_estimada_utc,llegada_real_utc,error_llegada_s,via,estado
20302C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:04:00Z,2026-09-15T15:47:37Z,76.4,B,,368.2,900.0,-531.8,2026-09-15T17:10:08Z,2026-09-15T17:19:00Z,-532.0,delay_tren,ok
20302C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:04:00Z,2026-09-15T15:52:37Z,71.4,B,,367.7,900.0,-532.3,2026-09-15T17:10:07Z,2026-09-15T17:19:00Z,-533.0,delay_tren,ok
20302C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:04:00Z,2026-09-15T15:57:38Z,66.4,B,,373.3,900.0,-526.7,2026-09-15T17:10:13Z,2026-09-15T17:19:00Z,-527.0,delay_tren,ok
20081C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:05:00Z,2026-09-15T15:42:31Z,82.5,B,,230.7,360.0,-129.3,2026-09-15T17:08:50Z,2026-09-15T17:11:00Z,-130.0,parada,ok
20081C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:05:00Z,2026-09-15T15:47:37Z,77.4,B,,203.4,360.0,-156.6,2026-09-15T17:08:23Z,2026-09-15T17:11:00Z,-157.0,parada,ok
20081C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:05:00Z,2026-09-15T15:52:37Z,72.4,B,,180.6,360.0,-179.4,2026-09-15T17:08:00Z,2026-09-15T17:11:00Z,-180.0,parada,ok
20081C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:05:00Z,2026-09-15T15:57:38Z,67.4,B,,156.2,360.0,-203.8,2026-09-15T17:07:36Z,2026-09-15T17:11:00Z,-204.0,parada,ok
20081C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:05:00Z,2026-09-15T16:02:38Z,62.4,B,,122.4,360.0,-237.6,2026-09-15T17:07:02Z,2026-09-15T17:11:00Z,-238.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T15:47:37Z,123.4,B,,270.9,420.0,-149.1,2026-09-15T17:55:30Z,2026-09-15T17:58:00Z,-150.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T15:52:37Z,118.4,B,,270.9,420.0,-149.1,2026-09-15T17:55:30Z,2026-09-15T17:58:00Z,-150.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T15:57:38Z,113.4,B,,261.7,420.0,-158.3,2026-09-15T17:55:21Z,2026-09-15T17:58:00Z,-159.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T16:02:38Z,108.4,B,,249.2,420.0,-170.8,2026-09-15T17:55:09Z,2026-09-15T17:58:00Z,-171.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T16:07:39Z,103.3,B,,270.9,420.0,-149.1,2026-09-15T17:55:30Z,2026-09-15T17:58:00Z,-150.0,parada,ok
21852C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T17:51:00Z,2026-09-15T16:12:39Z,98.3,B,,264.8,420.0,-155.2,2026-09-15T17:55:24Z,2026-09-15T17:58:00Z,-156.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T15:52:37Z,75.4,B,,408.0,900.0,-492.0,2026-09-15T17:14:48Z,2026-09-15T17:23:00Z,-492.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T15:57:38Z,70.4,B,,397.2,900.0,-502.8,2026-09-15T17:14:37Z,2026-09-15T17:23:00Z,-503.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:02:38Z,65.4,B,,401.2,900.0,-498.8,2026-09-15T17:14:41Z,2026-09-15T17:23:00Z,-499.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:07:39Z,60.4,B,,417.6,900.0,-482.4,2026-09-15T17:14:57Z,2026-09-15T17:23:00Z,-483.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:12:39Z,55.4,B,,418.0,900.0,-482.0,2026-09-15T17:14:58Z,2026-09-15T17:23:00Z,-482.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:17:39Z,50.4,B,,393.3,900.0,-506.7,2026-09-15T17:14:33Z,2026-09-15T17:23:00Z,-507.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:22:39Z,45.4,A,,267.9,900.0,-632.1,2026-09-15T17:12:27Z,2026-09-15T17:23:00Z,-633.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:27:40Z,40.3,A,,474.9,900.0,-425.1,2026-09-15T17:15:54Z,2026-09-15T17:23:00Z,-426.0,parada,ok
21352C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:08:00Z,2026-09-15T16:32:40Z,35.3,A,,517.3,900.0,-382.7,2026-09-15T17:16:37Z,2026-09-15T17:23:00Z,-383.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T15:52:37Z,85.4,B,,208.2,600.0,-391.8,2026-09-15T17:21:28Z,2026-09-15T17:28:00Z,-392.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T15:57:38Z,80.4,B,,204.4,600.0,-395.6,2026-09-15T17:21:24Z,2026-09-15T17:28:00Z,-396.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T16:02:38Z,75.4,B,,210.5,600.0,-389.5,2026-09-15T17:21:30Z,2026-09-15T17:28:00Z,-390.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T16:07:39Z,70.3,B,,193.9,600.0,-406.1,2026-09-15T17:21:13Z,2026-09-15T17:28:00Z,-407.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T16:12:39Z,65.3,B,,147.6,600.0,-452.4,2026-09-15T17:20:27Z,2026-09-15T17:28:00Z,-453.0,parada,ok
20083C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:18:00Z,2026-09-15T16:17:39Z,60.4,B,,157.5,600.0,-442.5,2026-09-15T17:20:37Z,2026-09-15T17:28:00Z,-443.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T15:57:38Z,88.4,B,,396.8,720.0,-323.2,2026-09-15T17:32:36Z,2026-09-15T17:38:00Z,-324.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T16:02:38Z,83.4,B,,385.0,720.0,-335.0,2026-09-15T17:32:25Z,2026-09-15T17:38:00Z,-335.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T16:07:39Z,78.3,B,,433.7,720.0,-286.3,2026-09-15T17:33:13Z,2026-09-15T17:38:00Z,-287.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T16:12:39Z,73.3,B,,425.9,720.0,-294.1,2026-09-15T17:33:05Z,2026-09-15T17:38:00Z,-295.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T16:17:39Z,68.3,B,,415.7,720.0,-304.3,2026-09-15T17:32:55Z,2026-09-15T17:38:00Z,-305.0,parada,ok
20304C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:26:00Z,2026-09-15T16:22:39Z,63.4,B,,431.4,720.0,-288.6,2026-09-15T17:33:11Z,2026-09-15T17:38:00Z,-289.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:02:38Z,92.4,B,,169.7,120.0,49.7,2026-09-15T17:37:49Z,2026-09-15T17:37:00Z,49.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:07:39Z,87.3,B,,248.3,120.0,128.3,2026-09-15T17:39:08Z,2026-09-15T17:37:00Z,128.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:12:39Z,82.3,B,,309.7,120.0,189.7,2026-09-15T17:40:09Z,2026-09-15T17:37:00Z,189.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:17:39Z,77.3,B,,288.7,120.0,168.7,2026-09-15T17:39:48Z,2026-09-15T17:37:00Z,168.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:22:39Z,72.3,B,,233.1,120.0,113.1,2026-09-15T17:38:53Z,2026-09-15T17:37:00Z,113.0,parada,ok
20632C8b,C8b,Cercedilla,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:35:00Z,2026-09-15T16:27:40Z,67.3,B,,262.9,120.0,142.9,2026-09-15T17:39:22Z,2026-09-15T17:37:00Z,142.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:07:39Z,75.3,B,,318.3,1200.0,-881.7,2026-09-15T17:28:18Z,2026-09-15T17:43:00Z,-882.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:12:39Z,70.3,B,,315.1,1200.0,-884.9,2026-09-15T17:28:15Z,2026-09-15T17:43:00Z,-885.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:17:39Z,65.3,B,,309.4,1200.0,-890.6,2026-09-15T17:28:09Z,2026-09-15T17:43:00Z,-891.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:22:39Z,60.4,B,,339.0,1200.0,-861.0,2026-09-15T17:28:39Z,2026-09-15T17:43:00Z,-861.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:27:40Z,55.3,B,,330.4,1200.0,-869.6,2026-09-15T17:28:30Z,2026-09-15T17:43:00Z,-870.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:32:40Z,50.3,B,,316.7,1200.0,-883.3,2026-09-15T17:28:16Z,2026-09-15T17:43:00Z,-884.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:37:40Z,45.3,A,,186.9,1200.0,-1013.1,2026-09-15T17:26:06Z,2026-09-15T17:43:00Z,-1014.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:42:41Z,40.3,A,,441.3,1200.0,-758.7,2026-09-15T17:30:21Z,2026-09-15T17:43:00Z,-759.0,parada,ok
21250C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:23:00Z,2026-09-15T16:47:41Z,35.3,A,,490.0,1200.0,-710.0,2026-09-15T17:31:10Z,2026-09-15T17:43:00Z,-710.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:12:39Z,71.3,B,,307.3,600.0,-292.7,2026-09-15T17:29:07Z,2026-09-15T17:34:00Z,-293.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:17:39Z,66.3,B,,301.2,600.0,-298.8,2026-09-15T17:29:01Z,2026-09-15T17:34:00Z,-299.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:22:39Z,61.4,B,,310.5,600.0,-289.5,2026-09-15T17:29:10Z,2026-09-15T17:34:00Z,-290.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:27:40Z,56.3,B,,298.1,600.0,-301.9,2026-09-15T17:28:58Z,2026-09-15T17:34:00Z,-302.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:32:40Z,51.3,B,,298.7,600.0,-301.3,2026-09-15T17:28:58Z,2026-09-15T17:34:00Z,-302.0,parada,ok
21154C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:24:00Z,2026-09-15T16:37:40Z,46.3,B,,291.3,600.0,-308.7,2026-09-15T17:28:51Z,2026-09-15T17:34:00Z,-309.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:12:39Z,87.3,B,,205.7,0.0,205.7,2026-09-15T17:43:25Z,2026-09-15T17:40:00Z,205.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:17:39Z,82.3,B,,204.6,0.0,204.6,2026-09-15T17:43:24Z,2026-09-15T17:40:00Z,204.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:22:39Z,77.3,B,,199.3,0.0,199.3,2026-09-15T17:43:19Z,2026-09-15T17:40:00Z,199.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:27:40Z,72.3,B,,181.5,0.0,181.5,2026-09-15T17:43:01Z,2026-09-15T17:40:00Z,181.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:32:40Z,67.3,B,,154.7,0.0,154.7,2026-09-15T17:42:34Z,2026-09-15T17:40:00Z,154.0,parada,ok
20085C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T17:40:00Z,2026-09-15T16:37:40Z,62.3,B,,127.6,0.0,127.6,2026-09-15T17:42:07Z,2026-09-15T17:40:00Z,127.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:17:39Z,75.3,B,,391.7,1200.0,-808.3,2026-09-15T17:39:31Z,2026-09-15T17:53:00Z,-809.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:22:39Z,70.3,B,,378.3,1200.0,-821.7,2026-09-15T17:39:18Z,2026-09-15T17:53:00Z,-822.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:27:40Z,65.3,B,,361.2,1200.0,-838.8,2026-09-15T17:39:01Z,2026-09-15T17:53:00Z,-839.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:32:40Z,60.3,B,,372.6,1200.0,-827.4,2026-09-15T17:39:12Z,2026-09-15T17:53:00Z,-828.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:37:40Z,55.3,B,,406.9,1200.0,-793.1,2026-09-15T17:39:46Z,2026-09-15T17:53:00Z,-794.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:42:41Z,50.3,B,,407.4,1200.0,-792.6,2026-09-15T17:39:47Z,2026-09-15T17:53:00Z,-793.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:47:41Z,45.3,A,,267.9,1200.0,-932.1,2026-09-15T17:37:27Z,2026-09-15T17:53:00Z,-933.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:52:42Z,40.3,A,,277.5,1200.0,-922.5,2026-09-15T17:37:37Z,2026-09-15T17:53:00Z,-923.0,parada,ok
21354C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:33:00Z,2026-09-15T16:57:42Z,35.3,A,,308.6,1200.0,-891.4,2026-09-15T17:38:08Z,2026-09-15T17:53:00Z,-892.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:17:39Z,88.3,B,,443.7,300.0,143.7,2026-09-15T17:53:23Z,2026-09-15T17:51:00Z,143.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:22:39Z,83.3,B,,459.6,300.0,159.6,2026-09-15T17:53:39Z,2026-09-15T17:51:00Z,159.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:27:40Z,78.3,B,,447.2,300.0,147.2,2026-09-15T17:53:27Z,2026-09-15T17:51:00Z,147.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:32:40Z,73.3,B,,436.8,300.0,136.8,2026-09-15T17:53:16Z,2026-09-15T17:51:00Z,136.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:37:40Z,68.3,B,,422.1,300.0,122.1,2026-09-15T17:53:02Z,2026-09-15T17:51:00Z,122.0,parada,ok
20306C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T17:46:00Z,2026-09-15T16:42:41Z,63.3,B,,351.5,300.0,51.5,2026-09-15T17:51:51Z,2026-09-15T17:51:00Z,51.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:22:39Z,123.3,B,,253.1,420.0,-166.9,2026-09-15T18:30:13Z,2026-09-15T18:33:00Z,-167.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:27:40Z,118.3,B,,253.1,420.0,-166.9,2026-09-15T18:30:13Z,2026-09-15T18:33:00Z,-167.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:32:40Z,113.3,B,,237.0,420.0,-183.0,2026-09-15T18:29:57Z,2026-09-15T18:33:00Z,-183.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:37:40Z,108.3,B,,224.0,420.0,-196.0,2026-09-15T18:29:44Z,2026-09-15T18:33:00Z,-196.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:42:41Z,103.3,B,,264.6,420.0,-155.4,2026-09-15T18:30:24Z,2026-09-15T18:33:00Z,-156.0,parada,ok
21854C7,C7,Madrid-Príncipe Pío,Alcalá de Henares,2026-09-15T18:26:00Z,2026-09-15T16:47:41Z,98.3,B,,226.3,420.0,-193.7,2026-09-15T18:29:46Z,2026-09-15T18:33:00Z,-194.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:32:40Z,77.3,B,,314.6,540.0,-225.4,2026-09-15T17:55:14Z,2026-09-15T17:59:00Z,-226.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:37:40Z,72.3,B,,287.0,540.0,-253.0,2026-09-15T17:54:47Z,2026-09-15T17:59:00Z,-253.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:42:41Z,67.3,B,,322.1,540.0,-217.9,2026-09-15T17:55:22Z,2026-09-15T17:59:00Z,-218.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:47:41Z,62.3,B,,306.2,540.0,-233.8,2026-09-15T17:55:06Z,2026-09-15T17:59:00Z,-234.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:52:42Z,57.3,B,,340.2,540.0,-199.8,2026-09-15T17:55:40Z,2026-09-15T17:59:00Z,-200.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T16:57:42Z,52.3,B,,321.2,540.0,-218.8,2026-09-15T17:55:21Z,2026-09-15T17:59:00Z,-219.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T17:02:42Z,47.3,A,,186.9,540.0,-353.1,2026-09-15T17:53:06Z,2026-09-15T17:59:00Z,-354.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T17:07:43Z,42.3,A,,345.6,540.0,-194.4,2026-09-15T17:55:45Z,2026-09-15T17:59:00Z,-195.0,parada,ok
21252C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T17:50:00Z,2026-09-15T17:12:43Z,37.3,A,,363.7,540.0,-176.3,2026-09-15T17:56:03Z,2026-09-15T17:59:00Z,-177.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T16:37:40Z,84.3,B,,190.8,660.0,-469.2,2026-09-15T18:05:10Z,2026-09-15T18:13:00Z,-470.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T16:42:41Z,79.3,B,,186.6,660.0,-473.4,2026-09-15T18:05:06Z,2026-09-15T18:13:00Z,-474.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T16:47:41Z,74.3,B,,180.6,660.0,-479.4,2026-09-15T18:05:00Z,2026-09-15T18:13:00Z,-480.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T16:52:42Z,69.3,B,,184.8,660.0,-475.2,2026-09-15T18:05:04Z,2026-09-15T18:13:00Z,-476.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T16:57:42Z,64.3,B,,135.9,660.0,-524.1,2026-09-15T18:04:15Z,2026-09-15T18:13:00Z,-525.0,parada,ok
20087C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-15T18:02:00Z,2026-09-15T17:02:42Z,59.3,B,,161.2,660.0,-498.8,2026-09-15T18:04:41Z,2026-09-15T18:13:00Z,-499.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T16:42:41Z,72.3,B,,281.9,900.0,-618.1,2026-09-15T17:59:41Z,2026-09-15T18:10:00Z,-619.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T16:47:41Z,67.3,B,,297.7,900.0,-602.3,2026-09-15T17:59:57Z,2026-09-15T18:10:00Z,-603.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T16:52:42Z,62.3,B,,286.2,900.0,-613.8,2026-09-15T17:59:46Z,2026-09-15T18:10:00Z,-614.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T16:57:42Z,57.3,B,,310.7,900.0,-589.3,2026-09-15T18:00:10Z,2026-09-15T18:10:00Z,-590.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T17:02:42Z,52.3,B,,326.9,900.0,-573.1,2026-09-15T18:00:26Z,2026-09-15T18:10:00Z,-574.0,parada,ok
21156C10,C10,Villalba de Guadarrama,Pirámides,2026-09-15T17:55:00Z,2026-09-15T17:07:43Z,47.3,B,,290.7,900.0,-609.3,2026-09-15T17:59:50Z,2026-09-15T18:10:00Z,-610.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T16:42:41Z,87.3,B,,307.8,60.0,247.8,2026-09-15T18:15:07Z,2026-09-15T18:11:00Z,247.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T16:47:41Z,82.3,B,,366.2,60.0,306.2,2026-09-15T18:16:06Z,2026-09-15T18:11:00Z,306.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T16:52:42Z,77.3,B,,302.9,60.0,242.9,2026-09-15T18:15:02Z,2026-09-15T18:11:00Z,242.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T16:57:42Z,72.3,B,,282.5,60.0,222.5,2026-09-15T18:14:42Z,2026-09-15T18:11:00Z,222.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T17:02:42Z,67.3,B,,270.3,60.0,210.3,2026-09-15T18:14:30Z,2026-09-15T18:11:00Z,210.0,parada,ok
20308C4a,C4a,Alcobendas-San Sebastián de los Reyes,Parla,2026-09-15T18:10:00Z,2026-09-15T17:07:43Z,62.3,B,,259.4,60.0,199.4,2026-09-15T18:14:19Z,2026-09-15T18:11:00Z,199.0,parada,ok
21356C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-15T18:04:00Z,2026-09-15T16:47:41Z,76.3,B,,283.4,1020.0,-736.6,2026-09-15T18:08:43Z,2026-09-15T18:21:00Z,-737.0,delay_tren,ok
