nucleo,line_id,origen_nombre,destino_nombre,llegada_teorica_utc,consultado_en_utc,horizonte_min,regime,degradado,retraso_predicho_s,retraso_real_s,error_retraso_s,llegada_estimada_utc,llegada_real_utc,error_llegada_s,via,estado
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T19:23:16Z,116.7,B,,25.1,480.0,-454.9,2026-09-13T21:20:25Z,2026-09-13T21:28:00Z,-455.0,parada,ok
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T19:43:06Z,96.9,B,,242.2,480.0,-237.8,2026-09-13T21:24:02Z,2026-09-13T21:28:00Z,-238.0,parada,ok
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T19:43:10Z,96.8,B,,204.5,480.0,-275.5,2026-09-13T21:23:24Z,2026-09-13T21:28:00Z,-276.0,parada,ok
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T19:43:17Z,96.7,B,,231.4,480.0,-248.6,2026-09-13T21:23:51Z,2026-09-13T21:28:00Z,-249.0,parada,ok
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T20:03:07Z,76.9,B,,201.6,480.0,-278.4,2026-09-13T21:23:21Z,2026-09-13T21:28:00Z,-279.0,parada,ok
75170C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:20:00Z,2026-09-13T20:03:11Z,76.8,B,,259.4,480.0,-220.6,2026-09-13T21:24:19Z,2026-09-13T21:28:00Z,-221.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:23:04Z,145.9,B,,80.0,600.0,-520.0,2026-09-13T21:50:20Z,2026-09-13T21:59:00Z,-520.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:23:08Z,145.9,B,,69.8,600.0,-530.2,2026-09-13T21:50:09Z,2026-09-13T21:59:00Z,-531.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:23:12Z,145.8,B,,82.4,600.0,-517.6,2026-09-13T21:50:22Z,2026-09-13T21:59:00Z,-518.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:23:16Z,145.7,B,,89.9,600.0,-510.1,2026-09-13T21:50:29Z,2026-09-13T21:59:00Z,-511.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:33:15Z,135.8,B,,81.3,600.0,-518.7,2026-09-13T21:50:21Z,2026-09-13T21:59:00Z,-519.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:43:06Z,125.9,B,,70.3,600.0,-529.7,2026-09-13T21:50:10Z,2026-09-13T21:59:00Z,-530.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:43:10Z,125.8,B,,68.5,600.0,-531.5,2026-09-13T21:50:08Z,2026-09-13T21:59:00Z,-532.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:43:14Z,125.8,B,,83.8,600.0,-516.2,2026-09-13T21:50:23Z,2026-09-13T21:59:00Z,-517.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T19:43:17Z,125.7,B,,91.4,600.0,-508.6,2026-09-13T21:50:31Z,2026-09-13T21:59:00Z,-509.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T20:03:07Z,105.9,B,,79.2,600.0,-520.8,2026-09-13T21:50:19Z,2026-09-13T21:59:00Z,-521.0,parada,ok
27091C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T21:49:00Z,2026-09-13T20:03:11Z,105.8,B,,86.7,600.0,-513.3,2026-09-13T21:50:26Z,2026-09-13T21:59:00Z,-514.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:33:15Z,107.8,B,,84.1,60.0,24.1,2026-09-13T21:22:24Z,2026-09-13T21:22:00Z,24.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:38:16Z,102.7,B,,31.4,60.0,-28.6,2026-09-13T21:21:31Z,2026-09-13T21:22:00Z,-29.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:43:06Z,97.9,B,,255.9,60.0,195.9,2026-09-13T21:25:15Z,2026-09-13T21:22:00Z,195.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:43:10Z,97.8,B,,218.0,60.0,158.0,2026-09-13T21:24:38Z,2026-09-13T21:22:00Z,158.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:43:14Z,97.8,B,,195.9,60.0,135.9,2026-09-13T21:24:15Z,2026-09-13T21:22:00Z,135.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T19:43:17Z,97.7,B,,228.2,60.0,168.2,2026-09-13T21:24:48Z,2026-09-13T21:22:00Z,168.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T20:03:07Z,77.9,B,,227.5,60.0,167.5,2026-09-13T21:24:47Z,2026-09-13T21:22:00Z,167.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T20:03:11Z,77.8,B,,247.9,60.0,187.9,2026-09-13T21:25:07Z,2026-09-13T21:22:00Z,187.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T20:23:08Z,57.9,B,,254.9,60.0,194.9,2026-09-13T21:25:14Z,2026-09-13T21:22:00Z,194.0,parada,ok
75266C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:21:00Z,2026-09-13T20:23:12Z,57.8,B,,311.5,60.0,251.5,2026-09-13T21:26:11Z,2026-09-13T21:22:00Z,251.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T19:43:06Z,131.9,B,,-62.2,300.0,-362.2,2026-09-13T21:53:57Z,2026-09-13T22:00:00Z,-363.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T19:43:10Z,131.8,B,,-100.0,300.0,-400.0,2026-09-13T21:53:20Z,2026-09-13T22:00:00Z,-400.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T19:43:14Z,131.8,B,,25.1,300.0,-274.9,2026-09-13T21:55:25Z,2026-09-13T22:00:00Z,-275.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T19:43:17Z,131.7,B,,193.8,300.0,-106.2,2026-09-13T21:58:13Z,2026-09-13T22:00:00Z,-107.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T19:53:16Z,121.7,B,,25.1,300.0,-274.9,2026-09-13T21:55:25Z,2026-09-13T22:00:00Z,-275.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T20:03:07Z,111.9,B,,185.7,300.0,-114.3,2026-09-13T21:58:05Z,2026-09-13T22:00:00Z,-115.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T20:03:11Z,111.8,B,,111.6,300.0,-188.4,2026-09-13T21:56:51Z,2026-09-13T22:00:00Z,-189.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T20:03:15Z,111.8,B,,85.3,300.0,-214.7,2026-09-13T21:56:25Z,2026-09-13T22:00:00Z,-215.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T20:23:08Z,91.9,B,,221.2,300.0,-78.8,2026-09-13T21:58:41Z,2026-09-13T22:00:00Z,-79.0,parada,ok
75172C10,C10,Villalba de Guadarrama,Pirámides,2026-09-13T21:55:00Z,2026-09-13T20:23:12Z,91.8,B,,252.4,300.0,-47.6,2026-09-13T21:59:12Z,2026-09-13T22:00:00Z,-48.0,parada,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T19:43:06Z,145.9,B,,-2179.8,180.0,-2359.8,2026-09-13T21:32:40Z,2026-09-13T22:12:00Z,-2360.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T19:43:10Z,145.8,B,,-2177.1,180.0,-2357.1,2026-09-13T21:32:42Z,2026-09-13T22:12:00Z,-2358.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T19:43:14Z,145.8,B,,-2174.7,180.0,-2354.7,2026-09-13T21:32:45Z,2026-09-13T22:12:00Z,-2355.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T19:43:17Z,145.7,B,,-2169.5,180.0,-2349.5,2026-09-13T21:32:50Z,2026-09-13T22:12:00Z,-2350.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T19:53:16Z,135.7,B,,-2164.7,180.0,-2344.7,2026-09-13T21:32:55Z,2026-09-13T22:12:00Z,-2345.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T20:03:07Z,125.9,B,,-2166.3,180.0,-2346.3,2026-09-13T21:32:53Z,2026-09-13T22:12:00Z,-2347.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T20:03:11Z,125.8,B,,-2162.0,180.0,-2342.0,2026-09-13T21:32:58Z,2026-09-13T22:12:00Z,-2342.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T20:03:15Z,125.8,B,,-2169.1,180.0,-2349.1,2026-09-13T21:32:50Z,2026-09-13T22:12:00Z,-2350.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T20:23:08Z,105.9,B,,-2176.9,180.0,-2356.9,2026-09-13T21:32:43Z,2026-09-13T22:12:00Z,-2357.0,delay_tren,ok
27093C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:09:00Z,2026-09-13T20:23:12Z,105.8,B,,-2169.2,180.0,-2349.2,2026-09-13T21:32:50Z,2026-09-13T22:12:00Z,-2350.0,delay_tren,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T19:53:16Z,117.7,B,,-235.4,600.0,-835.4,2026-09-13T21:47:04Z,2026-09-13T22:01:00Z,-836.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T19:58:17Z,112.7,B,,190.7,600.0,-409.3,2026-09-13T21:54:10Z,2026-09-13T22:01:00Z,-410.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:03:07Z,107.9,B,,199.3,600.0,-400.7,2026-09-13T21:54:19Z,2026-09-13T22:01:00Z,-401.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:03:11Z,107.8,B,,95.3,600.0,-504.7,2026-09-13T21:52:35Z,2026-09-13T22:01:00Z,-505.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:03:15Z,107.8,B,,84.1,600.0,-515.9,2026-09-13T21:52:24Z,2026-09-13T22:01:00Z,-516.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:23:08Z,87.9,B,,234.9,600.0,-365.1,2026-09-13T21:54:54Z,2026-09-13T22:01:00Z,-366.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:23:12Z,87.8,B,,224.8,600.0,-375.2,2026-09-13T21:54:44Z,2026-09-13T22:01:00Z,-376.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:43:10Z,67.8,B,,244.7,600.0,-355.3,2026-09-13T21:55:04Z,2026-09-13T22:01:00Z,-356.0,parada,ok
75268C10,C10,Madrid-Atocha Cercanías,Pinar de las Rozas,2026-09-13T21:51:00Z,2026-09-13T20:43:14Z,67.8,B,,254.4,600.0,-345.6,2026-09-13T21:55:14Z,2026-09-13T22:01:00Z,-346.0,parada,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:13:17Z,145.7,B,,-2169.5,240.0,-2409.5,2026-09-13T22:02:50Z,2026-09-13T22:43:00Z,-2410.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:23:08Z,135.9,B,,-2176.9,240.0,-2416.9,2026-09-13T22:02:43Z,2026-09-13T22:43:00Z,-2417.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:23:12Z,135.8,B,,-2169.2,240.0,-2409.2,2026-09-13T22:02:50Z,2026-09-13T22:43:00Z,-2410.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:23:16Z,135.7,B,,-2164.7,240.0,-2404.7,2026-09-13T22:02:55Z,2026-09-13T22:43:00Z,-2405.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:43:10Z,115.8,B,,-2177.1,240.0,-2417.1,2026-09-13T22:02:42Z,2026-09-13T22:43:00Z,-2418.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T20:43:14Z,115.8,B,,-2174.7,240.0,-2414.7,2026-09-13T22:02:45Z,2026-09-13T22:43:00Z,-2415.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T21:03:11Z,95.8,B,,-2152.8,240.0,-2392.8,2026-09-13T22:03:07Z,2026-09-13T22:43:00Z,-2393.0,delay_tren,ok
27095C3,C3,Aranjuez,Madrid-Chamartín-Clara Campoamor,2026-09-13T22:39:00Z,2026-09-13T21:03:15Z,95.8,B,,-2159.9,240.0,-2399.9,2026-09-13T22:03:00Z,2026-09-13T22:43:00Z,-2400.0,delay_tren,ok
